date,homeTeamWin,homeTeam,homeTeamConf,homeTeamDiv,homeTeamDaysOff,homeTeamTotalWinPercent,homeTeamConfWinPercent,homeTeamHomeWinPercent,homeTeamLastFive,homeTeamLastTen,awayTeam,awayTeamConf,awayTeamDiv,awayTeamDaysOff,awayTeamTotalWinPercent,awayTeamConfWinPercent,awayTeamAwayWinPercent,awayTeamLastFive,awayTeamLastTen
1510293600,0,UTA,West,Northwest,3,454,555,714,2,4,MIA,East,Southeast,2,454,600,400,3,5
1510380000,1,UTA,West,Northwest,1,416,555,625,1,4,BKN,East,Atlantic,0,416,500,285,2,4
1517464800,1,DEN,West,Northwest,2,509,484,730,3,5,OKC,West,Northwest,2,588,535,440,4,8
1509426000,0,MIL,East,Central,2,666,600,500,3,4,OKC,West,Northwest,3,500,0,333,2,3
1515132000,0,MEM,West,Southwest,2,315,423,368,2,4,WAS,East,Southeast,2,578,550,473,4,7
1516428000,0,CLE,East,Central,1,613,666,761,1,3,OKC,West,Northwest,2,555,535,409,3,5
1517810400,1,DET,East,Central,2,490,454,615,3,3,POR,West,Northwest,0,547,533,500,3,7
1508907600,1,GS,West,Pacific,2,500,500,0,2,2,TOR,East,Atlantic,2,666,1000,0,2,2
1509771600,1,DET,East,Central,1,666,600,750,4,6,SAC,West,Pacific,2,125,200,200,0,1
1510293600,0,CHI,East,Central,3,222,333,250,1,2,IND,East,Central,2,416,333,285,1,4
1516773600,0,DET,East,Central,3,488,433,619,0,2,UTA,West,Northwest,1,404,440,208,2,3
1509166800,1,POR,West,Northwest,2,600,666,500,3,3,PHO,West,Pacific,3,400,400,0,2,2
1514786400,1,TOR,East,Atlantic,3,705,764,928,3,7,MIL,East,Central,2,558,411,437,3,5
1514872800,0,NY,East,Atlantic,3,500,409,714,1,5,SA,West,Southwest,3,675,650,444,3,6
1517551200,1,PHI,East,Atlantic,2,500,500,545,2,5,MIA,East,Southeast,2,568,625,571,2,5
1509080400,0,CHA,East,Southeast,2,500,333,1000,2,2,HOU,West,Southwest,2,800,750,1000,4,4
1512540000,1,MIL,East,Central,2,545,363,600,3,6,DET,East,Central,1,608,500,461,2,4
1513144800,0,PHO,West,Pacific,0,310,266,266,1,2,TOR,East,Atlantic,1,680,666,533,4,7
1512626400,0,UTA,West,Northwest,2,520,571,733,4,7,HOU,West,Southwest,4,818,818,909,5,9
1514959200,0,LAL,West,Pacific,2,305,217,333,0,1,OKC,West,Northwest,3,540,523,352,3,7
1511848800,1,UTA,West,Northwest,3,450,500,666,3,4,DEN,West,Northwest,4,578,500,333,3,6
1514354400,1,MIN,West,Northwest,1,617,750,647,4,7,DEN,West,Northwest,0,558,500,368,3,6
1511935200,1,HOU,West,Southwest,2,800,800,700,5,9,IND,East,Central,2,571,615,545,4,7
1512194400,0,POR,West,Northwest,2,590,666,583,3,7,NO,West,Southwest,1,500,466,500,2,5
1517551200,1,CHA,East,Southeast,1,420,392,500,2,5,IND,East,Central,2,557,593,458,4,7
1510639200,0,DAL,West,Southwest,2,142,100,142,1,2,SA,West,Southwest,3,615,750,400,4,5
1511071200,1,PHO,West,Pacific,1,352,363,300,2,3,CHI,East,Central,2,230,375,142,1,3
1511762400,0,NY,East,Atlantic,1,526,454,750,2,5,POR,West,Northwest,2,600,666,555,4,6
1511762400,1,HOU,West,Southwest,2,789,800,666,4,9,BKN,East,Atlantic,1,368,375,300,2,4
1512280800,0,LAL,West,Pacific,1,363,307,500,1,3,HOU,West,Southwest,4,809,800,900,5,9
1512885600,1,IND,East,Central,1,576,647,692,3,7,DEN,West,Northwest,1,560,428,307,3,5
1515477600,1,DAL,West,Southwest,2,317,320,363,2,5,ORL,East,Southeast,3,300,291,238,1,1
1518156000,0,SAC,West,Pacific,4,320,290,333,2,4,POR,West,Northwest,1,545,533,482,2,6
1508302800,1,MEM,West,Southwest,0,0,0,0,0,0,NO,West,Southwest,0,0,0,0,0,0
1509858000,0,LAC,West,Pacific,1,625,714,500,2,5,MIA,East,Southeast,1,375,600,0,1,3
1514354400,1,SAC,West,Pacific,0,333,411,384,2,4,CLE,East,Central,2,705,720,625,3,7
1517983200,0,MEM,West,Southwest,1,339,441,464,1,3,UTA,West,Northwest,2,471,517,344,5,8
1517464800,1,MIN,West,Northwest,2,592,727,769,1,4,MIL,East,Central,3,551,466,434,4,6
1517983200,1,CLE,East,Central,1,576,657,730,2,4,MIN,West,Northwest,3,607,735,428,3,5
1508994000,0,SAC,West,Pacific,3,250,250,0,1,1,NO,West,Southwest,2,250,250,333,1,1
1511676000,0,MEM,West,Southwest,1,388,500,400,0,2,BKN,East,Atlantic,1,333,375,222,1,3
1514008800,0,GS,West,Pacific,0,812,777,800,5,10,DEN,West,Northwest,0,531,444,333,2,4
1515564000,0,WAS,East,Southeast,3,575,523,650,4,7,UTA,West,Northwest,3,400,391,150,1,2
1517637600,1,IND,East,Central,1,547,575,642,3,6,PHI,East,Atlantic,0,510,520,461,2,6
1508994000,1,MEM,West,Southwest,0,750,750,1000,3,3,DAL,West,Southwest,0,200,250,0,1,1
1510725600,1,MIL,East,Central,2,538,375,571,3,5,DET,East,Central,3,769,750,600,5,8
1511330400,0,ATL,East,Southeast,1,176,90,166,1,2,LAC,West,Pacific,2,312,500,250,0,1
1508302800,1,DET,East,Central,0,0,0,0,0,0,CHA,East,Southeast,0,0,0,0,0,0
1509166800,0,LAC,West,Pacific,2,1000,1000,1000,4,4,DET,East,Central,3,600,500,500,3,3
1511330400,1,OKC,West,Northwest,2,437,200,714,3,4,GS,West,Pacific,3,764,750,777,4,9
1513749600,1,LAC,West,Pacific,2,379,411,461,2,3,PHO,West,Pacific,2,343,352,437,2,3
1517292000,1,SA,West,Southwest,2,634,666,840,3,5,DEN,West,Northwest,0,520,500,291,3,5
1513490400,1,DET,East,Central,1,551,500,615,2,3,ORL,East,Southeast,1,366,375,312,1,3
1515132000,1,DEN,West,Northwest,2,540,500,764,3,5,UTA,West,Northwest,2,421,409,166,1,3
1515736800,1,CHA,East,Southeast,2,384,333,476,3,5,UTA,West,Northwest,2,414,391,190,2,3
1516341600,0,UTA,West,Northwest,2,409,416,619,2,3,NY,East,Atlantic,2,444,384,238,1,3
1516600800,1,CHA,East,Southeast,2,409,375,480,3,6,SAC,West,Pacific,2,288,296,250,0,1
1512972000,1,GS,West,Pacific,3,777,692,727,5,8,POR,West,Northwest,2,520,571,600,1,5
1517983200,0,PHO,West,Pacific,1,327,363,321,1,2,SA,West,Southwest,4,618,633,444,2,5
1508302800,0,SAC,West,Pacific,0,0,0,0,0,0,HOU,West,Southwest,0,1000,1000,1000,1,1
1508475600,1,BKN,East,Atlantic,2,0,0,0,0,0,ORL,East,Southeast,2,1000,1000,0,1,1
1509512400,1,LAC,West,Pacific,2,666,800,500,3,4,DAL,West,Southwest,2,125,166,0,1,1
1511762400,1,IND,East,Central,1,550,583,555,4,6,ORL,East,Southeast,2,400,363,333,0,2
1514527200,0,SAC,West,Pacific,2,352,411,428,3,5,PHO,West,Pacific,3,361,380,411,3,4
1514700000,1,HOU,West,Southwest,2,735,736,722,0,5,LAL,West,Pacific,1,323,238,312,0,2
1515304800,1,POR,West,Northwest,1,526,473,473,3,5,SA,West,Southwest,2,675,666,450,3,7
1516773600,0,DAL,West,Southwest,1,340,285,400,2,4,HOU,West,Southwest,2,733,730,714,4,7
1510639200,0,BKN,East,Atlantic,2,384,500,600,2,3,BOS,East,Atlantic,2,857,800,857,5,10
1517205600,1,MIL,East,Central,1,541,448,640,3,5,PHI,East,Atlantic,1,521,545,500,3,7
1510725600,1,OKC,West,Northwest,3,461,250,666,2,5,CHI,East,Central,3,181,285,166,1,2
1515132000,1,SA,West,Southwest,2,666,650,894,3,7,PHO,West,Pacific,1,375,391,421,3,6
1515996000,0,CLE,East,Central,3,619,655,789,1,3,GS,West,Pacific,2,795,769,863,4,8
1510466400,0,IND,East,Central,1,461,428,600,1,5,HOU,West,Southwest,0,769,714,857,5,7
1511071200,0,BKN,East,Atlantic,1,400,428,571,2,3,GS,West,Pacific,0,750,750,750,4,8
1511589600,0,WAS,East,Southeast,3,555,600,555,2,6,POR,West,Northwest,0,578,666,500,3,6
1516600800,1,MIL,East,Central,2,511,407,608,1,4,PHO,West,Pacific,2,369,392,409,2,4
1516860000,1,DEN,West,Northwest,3,510,483,739,2,4,NY,East,Atlantic,1,437,384,250,2,3
1516946400,0,SA,West,Southwest,2,640,653,869,3,5,PHI,East,Atlantic,2,522,545,500,4,8
1509858000,0,ORL,East,Southeast,1,666,500,750,3,6,BOS,East,Atlantic,1,777,666,800,5,7
1511157600,0,DAL,West,Southwest,1,176,83,200,1,2,BOS,East,Atlantic,2,882,833,888,5,10
1511676000,0,CHI,East,Central,1,176,375,333,1,1,MIA,East,Southeast,1,500,500,555,3,6
1517810400,1,SAC,West,Pacific,2,307,290,304,2,3,CHI,East,Central,2,346,516,259,0,3
1510898400,1,CLE,East,Central,1,533,583,428,4,5,LAC,West,Pacific,3,384,500,400,0,2
1512108000,1,MIA,East,Southeast,2,476,461,444,3,5,CHA,East,Southeast,2,400,333,100,2,3
1513144800,0,MIA,East,Southeast,1,500,533,454,3,6,POR,West,Northwest,1,500,533,545,0,4
1513922400,0,ORL,East,Southeast,1,343,333,428,0,2,NO,West,Southwest,3,483,428,437,2,4
1511330400,1,PHI,East,Atlantic,2,562,500,500,3,7,POR,West,Northwest,1,588,666,500,4,6
1516168800,0,MIL,East,Central,2,534,440,636,2,5,MIA,East,Southeast,2,581,629,590,4,8
1509598800,1,POR,West,Northwest,1,500,600,500,2,4,LAL,West,Pacific,2,428,250,500,2,3
1510034400,1,SA,West,Southwest,2,600,666,800,2,6,LAC,West,Pacific,2,555,714,1000,1,5
1518156000,0,BOS,East,Atlantic,0,714,694,724,4,6,IND,East,Central,4,545,571,440,3,6
1508994000,1,CHI,East,Central,2,0,0,0,0,0,ATL,East,Southeast,3,250,0,250,1,1
1512712800,0,DET,East,Central,1,583,466,800,1,4,GS,West,Pacific,1,769,692,800,5,8
1513836000,1,UTA,West,Northwest,1,437,470,687,1,3,SA,West,Southwest,1,687,666,466,3,7
1517292000,1,WAS,East,Southeast,4,551,555,625,2,4,OKC,West,Northwest,2,600,535,458,5,8
1508821200,1,POR,West,Northwest,3,666,1000,0,2,2,NO,West,Southwest,2,333,333,500,1,1
1508562000,1,TOR,East,Atlantic,2,1000,1000,1000,1,1,PHI,East,Atlantic,1,0,0,0,0,0
1509166800,0,CHI,East,Central,2,250,333,500,1,1,OKC,West,Northwest,1,400,0,0,2,2
1511330400,0,PHO,West,Pacific,3,388,363,363,3,3,MIL,East,Central,2,500,400,428,3,4
1512367200,1,MEM,West,Southwest,2,318,437,333,0,0,MIN,West,Northwest,1,583,733,500,3,5
1510293600,1,DET,East,Central,2,727,666,833,4,7,ATL,East,Southeast,3,181,125,285,1,1
1510812000,1,BOS,East,Atlantic,2,866,818,857,5,10,GS,West,Pacific,2,785,750,833,5,9
1513317600,0,CHA,East,Southeast,1,370,333,571,1,2,MIA,East,Southeast,1,481,533,533,2,5
1513836000,1,NY,East,Atlantic,3,533,444,736,4,6,BOS,East,Atlantic,1,764,727,764,3,6
1512108000,1,UTA,West,Northwest,0,500,583,692,4,6,NO,West,Southwest,2,523,500,545,3,5
1512972000,0,MEM,West,Southwest,1,307,444,333,1,1,MIA,East,Southeast,2,480,533,500,2,5
1512972000,1,LAC,West,Pacific,2,375,437,416,1,4,TOR,East,Atlantic,1,708,666,571,5,8
1513317600,1,HOU,West,Southwest,2,846,857,769,5,10,SA,West,Southwest,3,678,642,461,4,8
1514008800,1,CHA,East,Southeast,0,343,315,500,1,2,MIL,East,Central,0,566,466,428,2,6
1517119200,1,SA,West,Southwest,1,627,653,833,2,5,SAC,West,Pacific,2,312,296,296,2,2
1512453600,1,OKC,West,Northwest,2,454,357,727,2,5,UTA,West,Northwest,0,541,615,222,5,7
1512885600,1,MIN,West,Northwest,3,576,705,666,3,5,DAL,West,Southwest,1,269,294,181,2,5
1513749600,0,HOU,West,Southwest,2,862,875,812,5,10,LAL,West,Pacific,1,357,266,285,2,2
1516428000,0,CHA,East,Southeast,3,418,391,500,3,6,MIA,East,Southeast,0,577,620,583,3,8
1509339600,0,MIA,East,Southeast,1,400,500,500,2,2,MIN,West,Northwest,2,500,750,333,3,3
1511330400,1,MIA,East,Southeast,3,437,444,375,2,5,BOS,East,Atlantic,1,888,833,900,5,10
1511330400,0,MEM,West,Southwest,2,437,583,444,0,2,DAL,West,Southwest,1,166,83,142,1,2
1512021600,0,ATL,East,Southeast,5,200,153,222,1,2,CLE,East,Central,2,666,705,700,5,9
1512972000,0,OKC,West,Northwest,1,480,437,750,4,5,CHA,East,Southeast,2,360,333,90,1,3
1513317600,0,BOS,East,Atlantic,2,800,750,866,3,7,UTA,West,Northwest,1,464,533,166,1,6
1514613600,0,ORL,East,Southeast,2,333,333,437,1,1,MIA,East,Southeast,0,514,550,555,3,6
1508302800,1,ORL,East,Southeast,0,0,0,0,0,0,MIA,East,Southeast,0,0,0,0,0,0
1512367200,0,ATL,East,Southeast,2,227,200,200,2,3,BKN,East,Atlantic,2,363,333,333,2,3
1515477600,0,OKC,West,Northwest,2,550,541,700,2,7,POR,West,Northwest,1,538,500,578,3,5
1509858000,1,SA,West,Southwest,1,555,500,750,1,5,PHO,West,Pacific,1,444,333,400,3,4
1511157600,1,CHA,East,Southeast,2,400,333,714,1,4,MIN,West,Northwest,1,625,727,555,3,7
1513144800,1,CHI,East,Central,2,230,428,333,3,3,UTA,West,Northwest,3,481,533,181,2,6
1515823200,1,CHI,East,Central,3,357,500,450,2,5,DET,East,Central,3,550,520,409,2,5
1517032800,1,DEN,West,Northwest,2,520,483,750,3,4,DAL,West,Southwest,1,326,266,272,1,3
1517637600,0,SAC,West,Pacific,0,313,300,318,3,3,DAL,West,Southwest,2,307,250,250,0,2
1512108000,0,CHI,East,Central,0,150,333,250,0,1,SAC,West,Pacific,2,285,416,181,2,3
1512194400,1,DEN,West,Northwest,2,571,454,818,3,6,LAL,West,Pacific,2,380,333,222,2,3
1512799200,0,MEM,West,Southwest,1,320,470,357,1,1,OKC,West,Northwest,1,458,400,166,3,4
1515391200,1,IND,East,Central,2,512,576,571,1,4,MIL,East,Central,1,552,428,444,3,6
1518069600,1,LAL,West,Pacific,2,415,322,481,3,7,OKC,West,Northwest,2,563,500,444,1,6
1508475600,1,WAS,East,Southeast,2,1000,1000,1000,1,1,DET,East,Central,2,1000,1000,0,1,1
1512799200,1,CHI,East,Central,1,166,333,200,1,1,NY,East,Atlantic,3,500,428,125,2,4
1513404000,1,CLE,East,Central,1,724,727,750,4,9,UTA,West,Northwest,1,482,533,230,1,6
1517896800,0,BKN,East,Atlantic,1,351,375,392,1,3,HOU,West,Southwest,2,745,733,720,4,8
1517896800,1,TOR,East,Atlantic,1,692,740,840,4,7,BOS,East,Atlantic,1,722,705,720,4,5
1509339600,0,HOU,West,Southwest,2,714,600,500,3,5,PHI,East,Atlantic,1,333,250,500,2,2
1512540000,1,NY,East,Atlantic,2,478,428,666,1,4,MEM,West,Southwest,1,347,470,300,1,1
1513317600,1,DEN,West,Northwest,2,535,428,833,2,5,NO,West,Southwest,2,517,450,500,3,4
1515132000,0,LAL,West,Pacific,2,297,208,315,0,1,CHA,East,Southeast,3,378,333,235,3,4
1512885600,1,NY,East,Atlantic,0,480,400,687,2,4,ATL,East,Southeast,1,240,222,230,2,3
1514613600,0,DEN,West,Northwest,3,542,476,800,3,5,PHI,East,Atlantic,1,441,437,444,1,2
1515650400,0,PHI,East,Atlantic,5,500,470,500,4,5,BOS,East,Atlantic,4,767,724,750,5,7
1516946400,0,PHO,West,Pacific,2,354,392,333,1,3,NY,East,Atlantic,1,428,384,240,1,3
1517378400,1,CLE,East,Central,0,591,666,750,2,3,MIA,East,Southeast,1,580,645,592,3,6
1508302800,0,BOS,East,Atlantic,0,0,0,0,0,0,MIL,East,Central,0,0,0,0,0,0
1508994000,0,POR,West,Northwest,2,750,1000,1000,3,3,LAC,West,Pacific,1,1000,1000,1000,3,3
1514959200,1,DEN,West,Northwest,4,527,476,750,3,5,PHO,West,Pacific,1,384,409,444,3,6
1517896800,0,GS,West,Pacific,3,773,709,760,3,7,OKC,West,Northwest,2,555,483,423,1,6
1511935200,1,TOR,East,Atlantic,4,631,600,857,3,7,CHA,East,Southeast,4,421,363,111,3,3
1513317600,0,IND,East,Central,2,571,647,666,4,6,DET,East,Central,0,535,470,466,1,3
1508475600,0,PHI,East,Atlantic,2,0,0,0,0,0,BOS,East,Atlantic,1,0,0,0,0,0
1510725600,0,LAL,West,Pacific,2,428,428,571,2,4,PHI,East,Atlantic,2,538,500,555,3,7
1513922400,1,GS,West,Pacific,2,806,764,785,5,10,LAL,West,Pacific,2,379,312,333,2,3
1513663200,1,WAS,East,Southeast,2,533,500,571,2,5,NO,West,Southwest,3,500,428,466,2,4
1514008800,0,LAL,West,Pacific,0,366,294,428,1,3,POR,West,Northwest,0,500,444,600,2,3
1517551200,1,BOS,East,Atlantic,1,711,696,703,3,5,ATL,East,Southeast,2,294,193,166,1,4
1510898400,1,SA,West,Southwest,2,600,666,750,3,5,OKC,West,Northwest,2,500,250,285,3,5
1516341600,1,LAL,West,Pacific,2,340,275,391,3,4,IND,East,Central,1,533,586,476,3,5
1517378400,1,BKN,East,Atlantic,1,352,366,400,1,3,PHI,East,Atlantic,1,510,521,480,2,6
1508734800,1,MIL,East,Central,1,666,500,500,2,2,CHA,East,Southeast,3,500,500,0,1,1
1513576800,1,CHI,East,Central,3,285,466,384,5,5,PHI,East,Atlantic,3,500,500,500,1,3
1515132000,0,DAL,West,Southwest,2,333,320,400,4,5,CHI,East,Central,2,342,500,210,2,5
1517292000,1,UTA,West,Northwest,4,428,440,608,3,5,GS,West,Pacific,4,800,750,840,4,8
1517637600,0,SA,West,Southwest,2,629,655,814,3,5,UTA,West,Northwest,1,450,481,296,4,6
1509166800,1,UTA,West,Northwest,2,400,400,1000,2,2,LAL,West,Pacific,0,400,333,1000,2,2
1514268000,1,LAC,West,Pacific,3,406,450,500,2,5,SAC,West,Pacific,3,343,437,315,2,4
1514959200,1,MIA,East,Southeast,4,527,571,470,3,6,DET,East,Central,4,571,545,444,3,6
1516514400,0,SA,West,Southwest,2,638,640,904,2,5,IND,East,Central,1,521,586,454,3,5
1510984800,0,PHI,East,Atlantic,2,571,500,500,3,7,GS,West,Pacific,1,733,750,714,4,8
1511762400,0,PHI,East,Atlantic,2,611,571,625,4,7,CLE,East,Central,2,631,666,666,5,8
1516168800,1,CHA,East,Southeast,1,404,363,478,3,6,WAS,East,Southeast,2,568,541,500,2,6
1516773600,1,IND,East,Central,3,531,586,583,3,6,PHO,West,Pacific,1,361,392,391,1,3
1510120800,0,PHO,West,Pacific,2,363,285,400,2,4,MIA,East,Southeast,1,400,600,250,2,4
1510639200,0,HOU,West,Southwest,2,785,714,666,5,8,TOR,East,Atlantic,2,583,600,428,3,5
1511935200,1,NY,East,Atlantic,2,500,454,692,2,4,MIA,East,Southeast,1,500,500,545,3,6
1513576800,1,SA,West,Southwest,2,666,625,875,3,7,LAC,West,Pacific,2,392,437,333,3,4
1517119200,1,HOU,West,Southwest,1,723,714,750,4,7,PHO,West,Pacific,1,346,392,375,1,2
1518069600,1,POR,West,Northwest,3,537,533,600,2,6,CHA,East,Southeast,3,433,413,333,3,5
1513058400,1,NY,East,Atlantic,1,500,437,705,2,4,LAL,West,Pacific,3,400,285,333,2,4
1513663200,0,PHI,East,Atlantic,0,482,461,500,1,3,SAC,West,Pacific,2,310,466,235,2,4
1513836000,1,PHO,West,Pacific,0,333,333,250,2,3,MEM,West,Southwest,0,290,421,230,1,2
1516428000,1,PHI,East,Atlantic,2,512,500,500,4,7,MIL,East,Central,2,522,423,428,2,4
1517032800,1,MIA,East,Southeast,2,562,633,545,2,6,CHA,East,Southeast,1,425,400,315,3,6
1509339600,1,BOS,East,Atlantic,1,666,666,500,4,4,SA,West,Southwest,1,666,1000,500,3,4
1515218400,1,IND,East,Central,2,500,560,550,0,3,CHI,East,Central,0,358,500,250,2,5
1517119200,1,CLE,East,Central,1,595,677,739,2,3,DET,East,Central,3,468,433,375,0,2
1508562000,1,DEN,West,Northwest,3,0,0,0,0,0,SAC,West,Pacific,1,500,500,1000,1,1
1512367200,0,PHI,East,Atlantic,1,590,545,636,3,7,PHO,West,Pacific,2,333,307,363,1,3
1514008800,0,MIA,East,Southeast,1,531,555,500,4,6,NO,West,Southwest,1,500,428,470,2,5
1516168800,1,LAC,West,Pacific,2,511,551,590,5,8,DEN,West,Northwest,1,522,500,304,2,4
1510725600,0,CHA,East,Southeast,5,416,428,800,1,4,CLE,East,Central,2,500,545,571,3,4
1509512400,0,NO,West,Southwest,2,428,400,333,3,3,MIN,West,Northwest,2,571,750,500,3,4
1515736800,1,DEN,West,Northwest,2,512,480,736,2,5,MEM,West,Southwest,2,325,444,263,2,4
